"","Org.name","Org.code","Number.to.whom.case.finding.is.applied","Number.of.emergency.admissions","Percentage.to.whom.case.finding.is.applied","Number.who.had.a.diagnostic.assessment","Number.with.positive.case.finding.question","Percentage.with.a..diagnostic.assessment","Number.of.cases.referred","Number.with.a.positive.or.inconclusive.diagnostic.assessment","Percentage.of.cases.referred","month","url","revised"
"2456","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","RWE","795","866","92%","188","190","99%","74","74","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2457","WALSALL HEALTHCARE NHS TRUST","RBK","337","373","90%","55","55","100%","5","5","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2458","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","RWG","531","552","96%","30","30","100%","12","12","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2459","WESTON AREA HEALTH NHS TRUST","RA3","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2460","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","RWP","530","635","83%","149","155","96%","58","58","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2461","WYE VALLEY NHS TRUST","RLQ","116","125","93%","5","5","100%","5","5","100%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2462","","Total ","19,574","21,477","91.14%","3,384","3,665","92.33%","1,239","1,326","93.44%","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2463","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2464","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2465","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2466","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2467","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2468","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2469","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2470","","","","","","","","","","","`","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2471","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2472","","","","","","","","","","","","Sep-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2017/05/Dementia-Data-Collection-Q2-2016-17-REVISED-CSV-36KB.csv",TRUE
"2473","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM","295","330","89%","30","32","94%","6","6","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2474","AIREDALE NHS FOUNDATION TRUST","RCF","208","297","70%","17","59","29%","3","3","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2475","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","RTK","312","355","88%","68","68","100%","36","36","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2476","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","RFF","236","248","95%","40","40","100%","6","6","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2477","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RDD","495","524","94%","495","524","94%","48","51","94%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2478","BIRMINGHAM WOMEN'S NHS FOUNDATION TRUST","RLU","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2479","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","RXL","512","558","92%","94","96","98%","15","15","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2480","BOLTON NHS FOUNDATION TRUST","RMC","229","237","97%","47","47","100%","28","28","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2481","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","RAE","346","346","100%","1","1","100%","1","1","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2482","BURTON HOSPITALS NHS FOUNDATION TRUST","RJF","351","360","98%","0","0","-","0","0","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2483","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","RWY","407","447","91%","73","73","100%","45","45","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2484","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGT","564","614","92%","92","99","93%","1","66","2%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2485","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RW3","334","376","89%","6","6","100%","1","1","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2486","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","RQM","214","233","92%","9","9","100%","2","2","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2487","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","RFS","291","291","100%","48","48","100%","35","35","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2488","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","RLN","330","331","100%","65","65","100%","46","46","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2489","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","RDE","502","503","100%","166","166","100%","103","110","94%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2490","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","RJR","307","312","98%","15","15","100%","12","12","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2491","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","RXP","587","676","87%","57","60","95%","21","21","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2492","DERBY HOSPITALS NHS FOUNDATION TRUST","RTG","388","451","86%","12","36","33%","2","6","33%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2493","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","RP5","649","718","90%","37","37","100%","7","7","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2494","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","RBD","124","226","55%","24","24","100%","4","23","17%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2495","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","RVV","564","654","86%","78","89","88%","58","60","97%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2496","FRIMLEY HEALTH NHS FOUNDATION TRUST","RDU","781","835","94%","65","67","97%","45","45","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2497","GATESHEAD HEALTH NHS FOUNDATION TRUST","RR7","266","291","91%","46","46","100%","22","22","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2498","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","RTE","600","670","90%","72","72","100%","32","32","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2499","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","RN3","351","374","94%","83","85","98%","53","53","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2500","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","RJ1","164","178","92%","35","47","74%","11","11","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2501","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","RN5","558","560","100%","73","76","96%","46","51","90%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2502","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","RCD","134","137","98%","8","8","100%","6","6","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2503","HEART OF ENGLAND NHS FOUNDATION TRUST","RR1","1140","1337","85%","46","56","82%","6","6","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2504","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RQX","86","92","93%","26","26","100%","12","21","57%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2505","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGP","216","235","92%","29","31","94%","16","16","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2506","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","RNQ","28","99","28%","18","28","64%","1","4","25%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2507","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","RJZ","407","455","89%","126","139","91%","82","83","99%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2508","KINGSTON HOSPITAL NHS FOUNDATION TRUST","RAX","182","321","57%","27","45","60%","11","18","61%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2509","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN","409","427","96%","134","138","97%","100","106","94%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2510","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","RBQ","27","32","84%","1","1","100%","1","1","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2511","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","REP","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2512","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RC9","382","430","89%","43","45","96%","25","32","78%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2513","MEDWAY NHS FOUNDATION TRUST","RPA","310","323","96%","31","31","100%","29","31","94%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2514","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","RBT","163","169","96%","9","9","100%","9","9","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2515","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","RD8","231","237","97%","77","77","100%","19","20","95%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2516","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","RP6","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2517","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RM1","628","651","96%","47","50","94%","47","47","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2518","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","RVW","434","434","100%","76","76","100%","38","38","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2519","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","RJL","476","514","93%","31","31","100%","17","17","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2520","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","RTF","353","375","94%","43","47","91%","0","0","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2521","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RTH","487","788","62%","322","400","81%","142","142","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2522","PAPWORTH HOSPITAL NHS FOUNDATION TRUST","RGM","15","15","100%","1","1","100%","0","0","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2523","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","RGN","340","340","100%","305","305","100%","105","105","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2524","POOLE HOSPITAL NHS FOUNDATION TRUST","RD3","586","612","96%","109","109","100%","31","31","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2525","QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST","RPC","5","7","71%","0","0","-","0","0","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2526","ROYAL BERKSHIRE NHS FOUNDATION TRUST","RHW","437","477","92%","104","104","100%","93","93","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2527","ROYAL BROMPTON & HAREFIELD NHS FOUNDATION TRUST","RT3","28","28","100%","3","3","100%","0","0","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2528","ROYAL DEVON AND EXETER NHS FOUNDATION TRUST","RH8","474","500","95%","466","466","100%","224","224","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2529","ROYAL FREE LONDON NHS FOUNDATION TRUST","RAL","501","591","85%","187","213","88%","142","142","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2530","ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST","RA2","271","275","99%","52","53","98%","40","42","95%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2531","ROYAL UNITED HOSPITAL BATH NHS FOUNDATION TRUST","RD1","532","589","90%","40","42","95%","8","8","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2532","SALFORD ROYAL NHS FOUNDATION TRUST","RM3","319","326","98%","50","57","88%","4","10","40%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2533","SALISBURY NHS FOUNDATION TRUST","RNZ","120","133","90%","17","17","100%","14","14","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2534","SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST","RHQ","698","766","91%","268","268","100%","149","149","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2535","SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST","RK5","460","511","90%","13","13","100%","3","3","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2536","SOUTH TEES HOSPITALS NHS FOUNDATION TRUST","RTR","430","440","98%","55","57","96%","35","37","95%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2537","SOUTH TYNESIDE NHS FOUNDATION TRUST","RE9","230","283","81%","31","39","79%","1","1","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2538","SOUTH WARWICKSHIRE NHS FOUNDATION TRUST","RJC","196","213","92%","26","29","90%","12","13","92%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2539","SOUTHEND UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RAJ","360","364","99%","78","78","100%","40","40","100%","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
"2540","ST GEORGE'S HEALTHCARE NHS FOUNDATION TRUST","RJ7","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","Jul-16","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/12/Dementia-Data-Collection-Q2-2016-17-CSV-36KB.csv",FALSE
