"","Org.name","Org.code","Number.of.cases.identified","Number.of.emergency.admissions","Percentage.of.cases.identified","Number.of.cases.with.diagnostic.assessment","Number.of.cases.with.positive.case.finding.question","Percentage.of.cases.with.diagnostic.assessment","month","url"
"1041","THE WHITTINGTON HOSPITAL NHS TRUST","RKE","159","166","96%","26","29","90%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1042","UNITED LINCOLNSHIRE HOSPITALS NHS TRUST","RWD","741","921","80%","234","257","91%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1043","UNIVERSITY HOSPITALS OF NORTH MIDLANDS","RJE","799","827","97%","124","136","91%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1044","UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST","RKB","456","482","95%","59","59","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1045","UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST","RWE","822","902","91%","239","249","96%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1046","WALSALL HEALTHCARE NHS TRUST","RBK","309","353","88%","56","60","93%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1047","WEST HERTFORDSHIRE HOSPITALS NHS TRUST","RWG","523","530","99%","23","24","96%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1048","WEST MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST","RFW","NOT IN MONTH","NOT IN MONTH","-","NOT IN MONTH","NOT IN MONTH","-","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1049","WESTON AREA HEALTH NHS TRUST","RA3","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1050","WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST","RWP","574","634","91%","181","185","98%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1051","WYE VALLEY NHS TRUST","RLQ","146","161","91%","3","3","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1052","","Total ","20384","22835","89.27%","3726","3907","95.37%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1053","","","","","","","","","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1054","Community Service and Other Providers","","September 2015","","","","","","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1055","Org name","Org code","Number of cases identified","Number of emergency admissions","Percentage of cases identified","Number of cases with diagnostic assessment ","Number of cases with positive case finding question","Percentage of cases with diagnostic assessment","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1056","BERKSHIRE HEALTHCARE NHS FOUNDATION TRUST","RWX","87","114","76%","25","25","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1057","BIRMINGHAM COMMUNITY HEALTHCARE NHS TRUST","RYW","189","191","99%","148","148","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1058","HERTFORDSHIRE COMMUNITY NHS TRUST","RY4","12","12","100%","1","1","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1059","HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST","RY9","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1060","KENT COMMUNITY HEALTH NHS FOUNDATION TRUST","RYY","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1061","LEEDS COMMUNITY HEALTHCARE NHS TRUST","RY6","1011","1107","91%","165","173","95%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1062","LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST","RY5","8","36","22%","1","5","20%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1063","LIVERPOOL COMMUNITY HEALTH NHS TRUST","RY1","43","43","100%","43","43","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1064","NORTHAMPTONSHIRE HEALTHCARE NHS FOUNDATION TRUST","RP1","5","7","71%","1","3","33%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1065","SOMERSET PARTNERSHIP NHS FOUNDATION TRUST","RH5","15","17","88%","11","11","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1066","TORBAY AND SOUTHERN DEVON HEALTH AND CARE NHS TRUST","R1G","221","249","89%","44","44","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1067","YOUR HEALTHCARE CIC","NNV","181","181","100%","17","17","100%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1068","","Total ","1772","1957","90.55%","456","470","97.02%","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1069","","","","","","","","","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1070","","","","","","","","","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1071","","","","","","","","","September 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q2-2015-16-REVISED-CSV-30KB.csv"
"1072","AINTREE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","REM","349","376","93%","41","45","91%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1073","AIREDALE NHS FOUNDATION TRUST","RCF","242","267","91%","48","52","92%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1074","ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST","RTK","329","351","94%","71","71","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1075","BARNSLEY HOSPITAL NHS FOUNDATION TRUST","RFF","275","288","95%","57","57","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1076","BASILDON AND THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RDD","439","485","91%","439","485","91%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1077","BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST","RXL","565","597","95%","95","96","99%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1078","BOLTON NHS FOUNDATION TRUST","RMC","261","275","95%","70","70","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1079","BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST","RAE","313","313","100%","0","0","-","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1080","BURTON HOSPITALS NHS FOUNDATION TRUST","RJF","385","387","99%","0","0","-","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1081","CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST","RWY","426","464","92%","72","72","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1082","CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGT","591","597","99%","67","67","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1083","CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RW3","323","354","91%","13","15","87%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1084","CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST","RQM","215","228","94%","15","16","94%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1085","CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST","RFS","333","333","100%","68","69","99%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1086","CITY HOSPITALS SUNDERLAND NHS FOUNDATION TRUST","RLN","287","287","100%","54","54","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1087","COLCHESTER HOSPITAL UNIVERSITY NHS FOUNDATION TRUST","RDE","458","461","99%","137","137","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1088","COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST","RJR","305","318","96%","12","13","92%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1089","COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST","RXP","578","658","88%","27","27","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1090","DERBY HOSPITALS NHS FOUNDATION TRUST","RTG","785","868","90%","107","123","87%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1091","DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST","RP5","642","711","90%","5","9","56%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1092","DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST","RBD","114","231","49%","32","32","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1093","EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST","RVV","753","760","99%","82","88","93%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1094","FRIMLEY HEALTH NHS FOUNDATION TRUST","RDU","598","643","93%","70","72","97%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1095","GATESHEAD HEALTH NHS FOUNDATION TRUST","RR7","315","335","94%","67","67","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1096","GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST","RTE","615","699","88%","76","76","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1097","GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST","RN3","474","488","97%","42","42","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1098","GUY'S AND ST THOMAS' NHS FOUNDATION TRUST","RJ1","180","201","90%","40","48","83%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1099","HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST","RN5","609","619","98%","52","54","96%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1100","HARROGATE AND DISTRICT NHS FOUNDATION TRUST","RCD","137","146","94%","17","17","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1101","HEART OF ENGLAND NHS FOUNDATION TRUST","RR1","1,173","1,323","89%","147","162","91%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1102","HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RQX","62","146","42%","28","28","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1103","JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RGP","229","253","91%","23","23","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1104","KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST","RNQ","35","102","34%","21","35","60%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1105","KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST","RJZ","417","420","99%","170","171","99%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1106","KINGSTON HOSPITAL NHS FOUNDATION TRUST","RAX","272","361","75%","78","91","86%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1107","LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST","RXN","481","532","90%","133","139","96%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1108","LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST","RBQ","28","30","93%","5","5","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1109","LIVERPOOL WOMEN'S NHS FOUNDATION TRUST","REP","3","3","100%","0","0","-","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1110","LUTON AND DUNSTABLE UNIVERSITY HOSPITAL NHS FOUNDATION TRUST","RC9","342","368","93%","45","47","96%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1111","MEDWAY NHS FOUNDATION TRUST","RPA","317","352","90%","48","49","98%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1112","MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST","RBT","199","217","92%","22","22","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1113","MILTON KEYNES HOSPITAL NHS FOUNDATION TRUST","RD8","179","194","92%","63","63","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1114","MOORFIELDS EYE HOSPITAL NHS FOUNDATION TRUST","RP6","NIL RETURN","NIL RETURN","-","NIL RETURN","NIL RETURN","-","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1115","NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RM1","603","628","96%","51","53","96%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1116","NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST","RVW","437","480","91%","45","45","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1117","NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST","RJL","548","590","93%","55","55","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1118","NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST","RTF","298","312","96%","34","37","92%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1119","OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST","RTH","389","805","48%","263","329","80%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1120","PAPWORTH HOSPITAL NHS FOUNDATION TRUST","RGM","15","15","100%","0","0","-","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
"1121","PETERBOROUGH AND STAMFORD HOSPITALS NHS FOUNDATION TRUST","RGN","281","293","96%","283","283","100%","October 2015","https://www.england.nhs.uk/statistics/wp-content/uploads/sites/2/2016/05/Dementia-Data-Collection-Q3-2015-16-REVISED-CSV-30KB.csv"
