"","artist","col2","title","col4","year","medium","col7","Accession_num","unknown_code","acquisition_method","on_display_at","area","area_code","on_display_duplicate","postcode","keywords","col17","col18","col19","col20","col21","col22"
"5009","John, Augustus Edwin, 1878–1961","NULL","Portrait of a Boatman","NULL","early 20th C","oil on canvas","NULL","NMW A 2073","ACNMW_ACNMW_NMWA2073","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5010","John, Augustus Edwin, 1878–1961","NULL","Edwin John (1905–1978)","NULL","c.1927","oil on canvas","NULL","NMW A 2074","ACNMW_ACNMW_NMWA2074","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5011","John, Augustus Edwin, 1878–1961","NULL","Barbara Allen","NULL","early 20th C","oil on canvas","NULL","NMW A 2075","ACNMW_ACNMW_NMWA2075","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5012","John, Augustus Edwin, 1878–1961","NULL","May Earp","NULL","c.1920","oil on canvas","NULL","NMW A 2076","ACNMW_ACNMW_NMWA2076","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5013","John, Augustus Edwin, 1878–1961","NULL","Two Friends","NULL","early 20th C","oil on canvas","NULL","NMW A 2079","ACNMW_ACNMW_NMWA2079","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Eye, Hair, Face","NULL","NULL",NA,NA,NA,NA
"5014","John, Augustus Edwin, 1878–1961","NULL","Hydrangeas","NULL","mid-20th C","oil on canvas","NULL","NMW A 2080","ACNMW_ACNMW_NMWA2080","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5015","John, Augustus Edwin, 1878–1961","NULL","Lady Mary Alington (1902–1936)","NULL","c.1930","oil on canvas","NULL","NMW A 2081","ACNMW_ACNMW_NMWA2081","purchased from a private collection, 1972","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Eye, Hair","NULL","NULL",NA,NA,NA,NA
"5016","Spear, Ruskin, 1911–1990","NULL","Approach to Hammersmith Bridge","NULL","mid-20th C","oil on canvas","NULL","NMW A 2086","ACNMW_ACNMW_NMWA2086","bequeathed by Margaret Davies, 1963","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Building","NULL","NULL",NA,NA,NA,NA
"5017","Yeats, Jack Butler, 1871–1957","NULL","Sailors in an Office","NULL","early 20th C","oil on canvas","NULL","NMW A 2091","ACNMW_ACNMW_NMWA2091","bequeathed by Dr F. H. K. Green, 1978","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5018","Bonnor, John Houghton Maurice, 1876–1917","NULL","Church Abbey","NULL","early 20th C","oil on canvas","NULL","NMW A 20918","ACNMW_ACNMW_NMWA20918","gift from Mrs Easton, 1980","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Arch","NULL","NULL",NA,NA,NA,NA
"5019","Bonnor, John Houghton Maurice, 1876–1917","NULL","Landscape","NULL","early 20th C","oil on canvas","NULL","NMW A 20919","ACNMW_ACNMW_NMWA20919","gift from Mrs Easton, 1980","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Countryside, Grass, Hill","NULL","NULL",NA,NA,NA,NA
"5020","Lewis, Edward Morland, 1903–1943","NULL","Self Portrait","NULL","c.1935","oil on board","NULL","NMW A 2097","ACNMW_ACNMW_NMWA2097","gift from E. F. Lewis, 1961","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5021","Le Bas, Edward, 1904–1966","NULL","Head of a Boy","NULL","1929","oil on canvas on panel","NULL","NMW A 2099","ACNMW_ACNMW_NMWA2099","presented by the Contemporary Art Society for Wales, 1947","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Hair, Face","NULL","NULL",NA,NA,NA,NA
"5022","Richards, Ceri Giraldus, 1903–1971","NULL","Sunlight","NULL","1950","acrylic on canvas","NULL","NMW A 2104","ACNMW_ACNMW_NMWA2104","bequeathed by Margaret Davies, 1963","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5023","Redpath, Anne, 1895–1965","NULL","Spanish Village","NULL","c.1950","oil on board","NULL","NMW A 2106","ACNMW_ACNMW_NMWA2106","bequeathed by Margaret Davies, 1963","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5024","Coldstream, William Menzies, 1908–1987","NULL","Portrait of a Soldier","NULL","1940","oil on canvas","NULL","NMW A 2107","ACNMW_ACNMW_NMWA2107","purchased from the artist, 1940","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5025","Nevinson, Christopher Richard Wynne, 1889–1946","NULL","The Weir, Charenton","NULL","early 20th C","oil on canvas","NULL","NMW A 2152","ACNMW_ACNMW_NMWA2152","gift from the Leicester Galleries, 1928","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5026","Lewis, Edward Morland, 1903–1943","NULL","View of a City","NULL","early 20th C","oil on board","NULL","NMW A 2169","ACNMW_ACNMW_NMWA2169","gift from Captain Geoffrey Crawshay, 1943","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5027","Lewis, Edward Morland, 1903–1943","NULL","Near Whitehall","NULL","early 20th C","oil on board","NULL","NMW A 2171","ACNMW_ACNMW_NMWA2171","bequeathed by E. Lewis, 1975","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5028","Lewis, Edward Morland, 1903–1943","NULL","Irish Quayside","NULL","early 20th C","oil on board","NULL","NMW A 2172","ACNMW_ACNMW_NMWA2172","bequeathed by E. Lewis, 1975","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5029","Ribot, Augustin Théodule, 1823–1891","NULL","The Admonition","NULL","late 19th C","oil on canvas","NULL","NMW A 2176","ACNMW_ACNMW_NMWA2176","purchased with the assistance of funds from the James Pyke Thompson Bequest, 1915","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5030","Stephenson, Ian, 1934–2000","NULL","Third Sidereal Series I","NULL","late 20th C","small paper panel superimposed on main support, acrylic paint flicked on both with brush","NULL","NMW A 21949","ACNMW_ACNMW_NMWA21949","purchased from the artist, 1978","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Abstract","NULL","NULL",NA,NA,NA,NA
"5031","Stephenson, Ian, 1934–2000","NULL","Third Sidereal Series II","NULL","late 20th C","small paper panel superimposed on main support, acrylic paint flicked on both with brush","NULL","NMW A 21950","ACNMW_ACNMW_NMWA21950","purchased from the artist, 1978","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Abstract","NULL","NULL",NA,NA,NA,NA
"5032","Stephenson, Ian, 1934–2000","NULL","Third Sidereal Series III","NULL","late 20th C","small paper panel superimposed on main support, acrylic paint flicked on both with brush","NULL","NMW A 21951","ACNMW_ACNMW_NMWA21951","purchased from the artist, 1978","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Abstract","NULL","NULL",NA,NA,NA,NA
"5033","Stephenson, Ian, 1934–2000","NULL","Third Sidereal Series IV","NULL","late 20th C","small paper panel superimposed on main support, acrylic paint flicked on both with brush","NULL","NMW A 21952","ACNMW_ACNMW_NMWA21952","purchased from the artist, 1978","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Abstract","NULL","NULL",NA,NA,NA,NA
"5034","Stephenson, Ian, 1934–2000","NULL","Third Sidereal Series V","NULL","late 20th C","small paper panel superimposed on main support, acrylic paint flicked on both with brush","NULL","NMW A 21953","ACNMW_ACNMW_NMWA21953","purchased from the artist, 1978","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Abstract","NULL","NULL",NA,NA,NA,NA
"5035","Stephenson, Ian, 1934–2000","NULL","Third Sidereal Series VI","NULL","late 20th C","small paper panel superimposed on main support, acrylic paint flicked on both with brush","NULL","NMW A 21954","ACNMW_ACNMW_NMWA21954","purchased from the artist, 1978","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Abstract","NULL","NULL",NA,NA,NA,NA
"5036","Bluhm, Norman, 1921–1999","NULL","Abstract Painting in Black, White, Purple and Sienna","NULL","c.1960","oil on paper on canvas","NULL","NMW A 22016","ACNMW_ACNMW_NMWA22016","gift from Paul Jenkins, 1963","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5037","Ayrton, Michael, 1921–1975","NULL","The Sleeper in the White Country","NULL","1945","oil on board","NULL","NMW A 2227","ACNMW_ACNMW_NMWA2227","purchased from the Christopher Wood Gallery, 1985","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5038","Trevelyan, Julian, 1910–1988","NULL","Tuscan Oxen","NULL","1954","oil on canvas","NULL","NMW A 2228","ACNMW_ACNMW_NMWA2228","bequeathed by Margaret Davies, 1963","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5039","Inlander, Henry, 1925–1983","NULL","Weeping Willow","NULL","mid-20th C","oil on canvas","NULL","NMW A 2230","ACNMW_ACNMW_NMWA2230","bequeathed by Margaret Davies, 1963","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5040","Grainger, Esther, 1912–1990","NULL","Portrait of a Miner's Wife – Con Morgan","NULL","mid-20th C","oil on canvas","NULL","NMW A 22308","ACNMW_ACNMW_NMWA22308","gift from Mrs Price, 2002","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Face, Eye, Hair","NULL","NULL",NA,NA,NA,NA
"5041","Petley-Jones, Llewellyn, 1908–1986","NULL","Portrait of Soutine","NULL","mid-20th C","oil on board","NULL","NMW A 2234","ACNMW_ACNMW_NMWA2234","presented by the Contemporary Art Society for Wales, 1947","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5042","Heffner, Karl, 1849–1925","NULL","Sea Piece: Venice","NULL","c.1900","oil on canvas on millboard","NULL","NMW A 2237","ACNMW_ACNMW_NMWA2237","transferred from Turner House, 1921","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5043","Wilson, Frank Avray, 1914–2009","NULL","Miniature","NULL","mid-20th C","oil on board","NULL","NMW A 2238","ACNMW_ACNMW_NMWA2238","bequeathed by Margaret Davies, 1963","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Black","NULL","NULL",NA,NA,NA,NA
"5044","Walters, Evan, 1893–1951","NULL","The Bloater","NULL","c.1949","oil on canvas","NULL","NMW A 2239","ACNMW_ACNMW_NMWA2239","bequeathed by the artist, 1953","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5045","Bomberg, David, 1890–1957","NULL","Flowers and Silk, Blue Symphony","NULL","1947","oil on canvas","NULL","NMW A 224","ACNMW_ACNMW_NMWA224","purchased from the Marlborough Gallery with the assistance of the Knapping Fund, 1969","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5046","MacBryde, Robert, 1913–1966","NULL","The Outhouse","NULL","mid-20th C","oil on canvas","NULL","NMW A 2242","ACNMW_ACNMW_NMWA2242","purchased from the Crane Kalman Gallery, 1983","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Abstract","NULL","NULL",NA,NA,NA,NA
"5047","Thomas, Edgar Herbert, 1862–1936","NULL","Spring Awakening Old Winter from Her Sleep","NULL","early 20th C","oil on board","NULL","NMW A 2246","ACNMW_ACNMW_NMWA2246","gift from H. W. Shellard, 1936","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5048","Lewis, Edward Morland, 1903–1943","NULL","Llangunnor, Carmarthenshire","NULL","c.1937","oil on board","NULL","NMW A 2247","ACNMW_ACNMW_NMWA2247","gift from Captain Leonard Twiston Davies, 1945","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5049","Lewis, Edward Morland, 1903–1943","NULL","Street Scene","NULL","early 20th C","oil on prepared board","NULL","NMW A 2248","ACNMW_ACNMW_NMWA2248","gift from Edmund Morland Lewis, 1961","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Building","NULL","NULL",NA,NA,NA,NA
"5050","Lowinsky, Thomas Esmond, 1892–1947","NULL","The Belgian Emigrants","NULL","1914","oil on canvas","NULL","NMW A 2250","ACNMW_ACNMW_NMWA2250","purchased from the artist, 1941","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5051","Paulus, Pierre, 1881–1959","NULL","The Thames","NULL","1914–1915","oil on canvas","NULL","NMW A 2251","ACNMW_ACNMW_NMWA2251","gift from James Howell, 1915","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5052","Gore, Spencer, 1878–1914","NULL","Mornington Crescent","NULL","c.1911","oil on canvas","NULL","NMW A 2252","ACNMW_ACNMW_NMWA2252","bequeathed by Margaret Davies, 1963","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Branch, Grass","NULL","NULL",NA,NA,NA,NA
"5053","Trevelyan, Julian, 1910–1988","NULL","Durham Wharf","NULL","1935","oil on canvas","NULL","NMW A 2254","ACNMW_ACNMW_NMWA2254","purchased from the artist, 1985","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","NULL","NULL","NULL",NA,NA,NA,NA
"5054","Steele, Jeffrey, b.1931","NULL","Hecuba","NULL","1964","oil on canvas","NULL","NMW A 2326","ACNMW_ACNMW_NMWA2326","gift from the Calouste Gulbenkian Foundation, 1965","Amgueddfa Cymru – National Museum Wales","Amgueddfa Cymru – National Museum Wales","ACNMW","National Museum Wales, National Museum Cardiff","CF10 3NP","Abstract, Shape, Pattern","NULL","NULL",NA,NA,NA,NA
