"","code","fullurl","ratings","F.F.score","patients","surgeryname","address","accepting","url","male","female"
"5641",41329,NA,NA,"NO","4091","Crosland Moor Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41329","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                        Additional languages spoken
                        Hindi, Urdu
                    
                "
"5642",39027,NA,NA,"YES","13246","Jersey Farm Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39027","
                    GPs at this practice
                    4"," and 5 female GPs
                    
                        Additional languages spoken
                        Bengali, Hindi
                    
                "
"5643",39907,NA,NA,"YES","6945","Dalton Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39907","
                    GPs at this practice
                    2"," and 1 female GPs
                    
                "
"5644",37834,NA,NA,"NO","4992","Oak Tree Close Surgery",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37834","
                    GPs at this practice
                    0"," and 0 female GP
                    
                "
"5645",42177,NA,NA,"YES","10312","Westbrook Medical Centre",NA,"We are currently not accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42177","
                    GPs at this practice
                    4"," and 2 female GPs
                    
                "
"5646",123738,NA,NA,"YES","14549","West Bank Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=123738","        
            Additional information
            Please note that although the reception does not open until 8.30am the telephone lines are open from 8.00am until 18.30pm each day
        ",NA
"5647",42422,NA,NA,"YES","7288","Dr M P Boulton And Dr S K Baddam",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42422","        
            Additional information
            Saturday Clinics A Saturday morning clinic is available each month at New Street Surgery These appointments are pre bookable                                                                                                                                  
        ",NA
"5648",37482,NA,NA,"NO","5613","The Junction Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37482","
                    GPs at this practice
                    1"," and 3 female GPs
                    
                "
"5649",38998,NA,NA,"YES","10442","Crofton And Sharlston Med Prac",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38998","        
            Additional information
            The practice also operates extended hours which means we have some early surgeries starting at 7.00am. Please ask the receptionist for further details. 

        ",NA
"5650",36440,NA,NA,"YES","14555","University Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36440","        
            Additional information
            In October 245 patients failed to attend their appointment. Because of this 41 hours of clinical time was wasted. Think ... Next time you want to make an appointment and there are none available - it may not be our fault.
        ",NA
"5651",41090,NA,NA,"YES","10943","Cathedral Medical Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=41090","        
            Additional information
            The surgery is closed for Clinical Governance training from 12.30pm once a quarter on the following dates:

Monday 12th September and Monday 28th November 2016.

** PLEASE NOTE THAT FROM 1st OCTOBER 2016 OUR EXTENDED EVENING SURGERY WILL BE CHANGING FROM MONDAY EVENINGS TO A THURSDAY EVENING **
        ",NA
"5652",39276,NA,NA,"YES","11719","Vine House Health Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=39276","        
            Additional information
            EXTENDED HOURS
We provide extended hours in a four week cycle.  For three weeks we are open on a Saturday morning 8am - 11am and every fourth week we open earlier on some weekday mornings at 7.30 am.  We are also part of Watford Extended Access (WEA) which provides additional clinics at the weekends on a rota basis. We are open 2 weekends out of 4 - Saturday 9am - 1pm and 3-7 pm and Sunday 9am-1pm and also some late evenings until 8.00 pm.  If we have no availability you will be offered an appointment at any surgery across the locality who have un-booked WEA appointments.  Further details of specific dates are on our website www.vinehouse.org or are available at reception.
        ",NA
"5653",35362,NA,NA,"YES","6068","Cherry Hinton Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=35362","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                        Additional languages spoken
                        Urdu
                    
                "
"5654",38266,NA,NA,"YES","8733","Paddock And Longwood Family Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38266","
                    GPs at this practice
                    5"," and 0 female GPs
                    
                "
"5655",45251,NA,NA,"YES","2813","Orchard Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=45251","
                    GPs at this practice
                    1"," and 0 female GP
                    
                "
"5656",36516,NA,NA,"NO","9796","Northfield Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36516","
                    GPs at this practice
                    3"," and 1 female GPs
                    
                        Additional languages spoken
                        Igbo
                    
                "
"5657",42851,NA,NA,"YES","9093","Chestnut House Surgery",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=42851","
                    GPs at this practice
                    3"," and 2 female GPs
                    
                "
"5658",38909,NA,NA,"YES","12465","Midway Gp Partnership",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=38909","        
            Additional information
            Saturday morning extended hour surgeries are held once a month and appointments must be booked in advance.  These are pre-bookable clinics to help patients who cannot ordinarily get to the Surgery during the working week.  For urgent care that cannot wait until the Practice reopens, contact NHS 111. 
        ",NA
"5659",37419,NA,NA,"NO","10710","Cherry Hinton & Brookfields Medical Practice",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=37419","
                    GPs at this practice
                    2"," and 5 female GPs
                    
                        Additional languages spoken
                        Bengali, Hindi, German, Italian
                    
                "
"5660",36608,NA,NA,"NO","4167","Clifton House and Nook Group",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=36608","
                    GPs at this practice
                    1"," and 1 female GPs
                    
                "
"5661",44157,NA,NA,"YES","17288","The Simpson Centre",NA,"We are currently accepting new patients","https://www.nhs.uk/Services/GP/Overview/DefaultView.aspx?id=44157","        
            Additional information
            We also run a small number of regular evening and weekend clinics across our two sites. Either check the website for dates/times of appointments available or call the surgery.  

        ",NA
